Id	Desc	BuildingType	Name	Level	Description	Asset	Bundle	Prosperity	NeedBuilding1	NeedBuilding2	NeedBuilding3	NeedProsperity	NeedTime	NeedStone	NeedGold	NeedIron	NeedFood
1119	教堂	12	教堂	19	教堂的描述			1900	1			0	230	1000	1000	0	0
1120	教堂	12	教堂	20	教堂的描述			2000	1			0	240	1000	1000	0	0
1121	教堂	12	教堂	21	教堂的描述			2100	1			0	250	1000	1000	0	0
1122	教堂	12	教堂	22	教堂的描述			2200	1			0	260	1000	1000	0	0
1123	教堂	12	教堂	23	教堂的描述			2300	1			0	270	1000	1000	0	0
1124	教堂	12	教堂	24	教堂的描述			2400	1			0	280	1000	1000	0	0
1125	教堂	12	教堂	25	教堂的描述			2500	1			0	290	1000	1000	0	0
1126	教堂	12	教堂	26	教堂的描述			2600	1			0	300	1000	1000	0	0
1127	教堂	12	教堂	27	教堂的描述			2700	1			0	310	1000	1000	0	0
1128	教堂	12	教堂	28	教堂的描述			2800	1			0	320	1000	1000	0	0
1129	教堂	12	教堂	29	教堂的描述			2900	1			0	330	1000	1000	0	0
1130	教堂	12	教堂	30	教堂的描述			3000	1			0	340	1000	1000	0	0
1201	贸易中心	13	贸易中心	1	贸易中心的描述			100	1			0	0	1000	1000	0	0
1202	贸易中心	13	贸易中心	2	贸易中心的描述			200	1			0	60	1000	1000	0	0
1203	贸易中心	13	贸易中心	3	贸易中心的描述			300	1			0	70	1000	1000	0	0
1204	贸易中心	13	贸易中心	4	贸易中心的描述			400	1			0	80	1000	1000	0	0
1205	贸易中心	13	贸易中心	5	贸易中心的描述			500	1			0	90	1000	1000	0	0
1206	贸易中心	13	贸易中心	6	贸易中心的描述			600	1			0	100	1000	1000	0	0
1207	贸易中心	13	贸易中心	7	贸易中心的描述			700	1			0	110	1000	1000	0	0
1208	贸易中心	13	贸易中心	8	贸易中心的描述			800	1			0	120	1000	1000	0	0
1209	贸易中心	13	贸易中心	9	贸易中心的描述			900	1			0	130	1000	1000	0	0
1210	贸易中心	13	贸易中心	10	贸易中心的描述			1000	1			0	140	1000	1000	0	0
1211	贸易中心	13	贸易中心	11	贸易中心的描述			1100	1			0	150	1000	1000	0	0
1212	贸易中心	13	贸易中心	12	贸易中心的描述			1200	1			0	160	1000	1000	0	0
1213	贸易中心	13	贸易中心	13	贸易中心的描述			1300	1			0	170	1000	1000	0	0
1214	贸易中心	13	贸易中心	14	贸易中心的描述			1400	1			0	180	1000	1000	0	0
1215	贸易中心	13	贸易中心	15	贸易中心的描述			1500	1			0	190	1000	1000	0	0
1216	贸易中心	13	贸易中心	16	贸易中心的描述			1600	1			0	200	1000	1000	0	0
1217	贸易中心	13	贸易中心	17	贸易中心的描述			1700	1			0	210	1000	1000	0	0
1218	贸易中心	13	贸易中心	18	贸易中心的描述			1800	1			0	220	1000	1000	0	0
1219	贸易中心	13	贸易中心	19	贸易中心的描述			1900	1			0	230	1000	1000	0	0
1220	贸易中心	13	贸易中心	20	贸易中心的描述			2000	1			0	240	1000	1000	0	0
1221	贸易中心	13	贸易中心	21	贸易中心的描述			2100	1			0	250	1000	1000	0	0
1222	贸易中心	13	贸易中心	22	贸易中心的描述			2200	1			0	260	1000	1000	0	0
1223	贸易中心	13	贸易中心	23	贸易中心的描述			2300	1			0	270	1000	1000	0	0
1224	贸易中心	13	贸易中心	24	贸易中心的描述			2400	1			0	280	1000	1000	0	0
1225	贸易中心	13	贸易中心	25	贸易中心的描述			2500	1			0	290	1000	1000	0	0
1226	贸易中心	13	贸易中心	26	贸易中心的描述			2600	1			0	300	1000	1000	0	0
1227	贸易中心	13	贸易中心	27	贸易中心的描述			2700	1			0	310	1000	1000	0	0
1228	贸易中心	13	贸易中心	28	贸易中心的描述			2800	1			0	320	1000	1000	0	0
1229	贸易中心	13	贸易中心	29	贸易中心的描述			2900	1			0	330	1000	1000	0	0
1230	贸易中心	13	贸易中心	30	贸易中心的描述			3000	1			0	340	1000	1000	0	0
1301	学院	14	学院	1	学院的描述			100	1			0	0	1000	1000	0	0
1302	学院	14	学院	2	学院的描述			200	1			0	60	1000	1000	0	0
1303	学院	14	学院	3	学院的描述			300	1			0	70	1000	1000	0	0
1304	学院	14	学院	4	学院的描述			400	1			0	80	1000	1000	0	0
1305	学院	14	学院	5	学院的描述			500	1			0	90	1000	1000	0	0
1306	学院	14	学院	6	学院的描述			600	1			0	100	1000	1000	0	0
1307	学院	14	学院	7	学院的描述			700	1			0	110	1000	1000	0	0
1308	学院	14	学院	8	学院的描述			800	1			0	120	1000	1000	0	0
1309	学院	14	学院	9	学院的描述			900	1			0	130	1000	1000	0	0
1310	学院	14	学院	10	学院的描述			1000	1			0	140	1000	1000	0	0
1311	学院	14	学院	11	学院的描述			1100	1			0	150	1000	1000	0	0
1312	学院	14	学院	12	学院的描述			1200	1			0	160	1000	1000	0	0
1313	学院	14	学院	13	学院的描述			1300	1			0	170	1000	1000	0	0
1314	学院	14	学院	14	学院的描述			1400	1			0	180	1000	1000	0	0
1315	学院	14	学院	15	学院的描述			1500	1			0	190	1000	1000	0	0
1316	学院	14	学院	16	学院的描述			1600	1			0	200	1000	1000	0	0
1317	学院	14	学院	17	学院的描述			1700	1			0	210	1000	1000	0	0
1318	学院	14	学院	18	学院的描述			1800	1			0	220	1000	1000	0	0
1319	学院	14	学院	19	学院的描述			1900	1			0	230	1000	1000	0	0
1320	学院	14	学院	20	学院的描述			2000	1			0	240	1000	1000	0	0
1321	学院	14	学院	21	学院的描述			2100	1			0	250	1000	1000	0	0
1322	学院	14	学院	22	学院的描述			2200	1			0	260	1000	1000	0	0
1323	学院	14	学院	23	学院的描述			2300	1			0	270	1000	1000	0	0
1324	学院	14	学院	24	学院的描述			2400	1			0	280	1000	1000	0	0
1325	学院	14	学院	25	学院的描述			2500	1			0	290	1000	1000	0	0
1326	学院	14	学院	26	学院的描述			2600	1			0	300	1000	1000	0	0
1327	学院	14	学院	27	学院的描述			2700	1			0	310	1000	1000	0	0
1328	学院	14	学院	28	学院的描述			2800	1			0	320	1000	1000	0	0
1329	学院	14	学院	29	学院的描述			2900	1			0	330	1000	1000	0	0
1330	学院	14	学院	30	学院的描述			3000	1			0	340	1000	1000	0	0
1401	使馆	15	使馆	1	使馆的描述			100	1			0	0	1000	1000	0	0
1402	使馆	15	使馆	2	使馆的描述			200	1			0	60	1000	1000	0	0
1403	使馆	15	使馆	3	使馆的描述			300	1			0	70	1000	1000	0	0
1404	使馆	15	使馆	4	使馆的描述			400	1			0	80	1000	1000	0	0
1405	使馆	15	使馆	5	使馆的描述			500	1			0	90	1000	1000	0	0
1406	使馆	15	使馆	6	使馆的描述			600	1			0	100	1000	1000	0	0
1407	使馆	15	使馆	7	使馆的描述			700	1			0	110	1000	1000	0	0
1408	使馆	15	使馆	8	使馆的描述			800	1			0	120	1000	1000	0	0
1409	使馆	15	使馆	9	使馆的描述			900	1			0	130	1000	1000	0	0
1410	使馆	15	使馆	10	使馆的描述			1000	1			0	140	1000	1000	0	0
1411	使馆	15	使馆	11	使馆的描述			1100	1			0	150	1000	1000	0	0
1412	使馆	15	使馆	12	使馆的描述			1200	1			0	160	1000	1000	0	0
1413	使馆	15	使馆	13	使馆的描述			1300	1			0	170	1000	1000	0	0
1414	使馆	15	使馆	14	使馆的描述			1400	1			0	180	1000	1000	0	0
1415	使馆	15	使馆	15	使馆的描述			1500	1			0	190	1000	1000	0	0
1416	使馆	15	使馆	16	使馆的描述			1600	1			0	200	1000	1000	0	0
1417	使馆	15	使馆	17	使馆的描述			1700	1			0	210	1000	1000	0	0
1418	使馆	15	使馆	18	使馆的描述			1800	1			0	220	1000	1000	0	0
1419	使馆	15	使馆	19	使馆的描述			1900	1			0	230	1000	1000	0	0
1420	使馆	15	使馆	20	使馆的描述			2000	1			0	240	1000	1000	0	0
1421	使馆	15	使馆	21	使馆的描述			2100	1			0	250	1000	1000	0	0
1422	使馆	15	使馆	22	使馆的描述			2200	1			0	260	1000	1000	0	0
1423	使馆	15	使馆	23	使馆的描述			2300	1			0	270	1000	1000	0	0
1424	使馆	15	使馆	24	使馆的描述			2400	1			0	280	1000	1000	0	0
1425	使馆	15	使馆	25	使馆的描述			2500	1			0	290	1000	1000	0	0
1426	使馆	15	使馆	26	使馆的描述			2600	1			0	300	1000	1000	0	0
1427	使馆	15	使馆	27	使馆的描述			2700	1			0	310	1000	1000	0	0
1428	使馆	15	使馆	28	使馆的描述			2800	1			0	320	1000	1000	0	0
1429	使馆	15	使馆	29	使馆的描述			2900	1			0	330	1000	1000	0	0
1430	使馆	15	使馆	30	使馆的描述			3000	1			0	340	1000	1000	0	0
1501	铁匠铺	16	铁匠铺	0	铁匠铺的描述			500	1			0	900	1000	1000	0	0
1601	小型装饰性建筑	17	小型装饰性建筑	0	小型装饰性建筑的描述			0	1			0	900	1000	1000	0	0
1701	中型装饰性建筑	18	中型装饰性建筑	0	中型装饰性建筑的描述			0	1			0	900	1000	1000	0	0
1801	大型装饰性建筑	19	大型装饰性建筑	0	大型装饰性建筑的描述			0	1			0	900	1000	1000	0	0
